Test Name,Section #,Section Name,Test ID,Function Block,Test Type,Category,Method,IUT,Test Purpose / Requirement,Initial Conditions,Test Steps,Example Test Input,Example Test Output,Success Criteria,Warning Criteria,Failure Criteria,Result,Comments,Include Test (tb deleted),DMD Test,CMD Test,,New IDs
GB Intervals,,Green Button Requirements,GB020,FB_99,Positive,Information,Inspection,Server,Export usage data shall be based on customer's meter intervals.,Test or user account credentials and Green Button Access established.,"1.  Download data.
2.  Inspect file for presence of IntervalBlock entry and IntervalReading.          ",,,Verify there is at least one IntervalBlock entry.  Verify there is at least one IntervalReading.,,,,Covered by GB.10 - remove,,X,,,
GB Data - Grouping,,Green Button Requirements,GB021,FB_99,Positive,Information,Inspection,Server,"Export shall group usage data by date, month and year, e.g. starting at 00 to 24 hours for each day in the month, from day 1 to end of month and then by year, demarked on a daily basis",Test or user account credentials and Green Button Access established.,"1.  Download data.
2.  Inspect file for presence of IntervalBlock entry and IntervalReading",,,"Verify that there are IntervalBlocks with a daily, weekly, monthly, or yearly duration",,,,,,X,,,
ServiceStatus - DELETE,REQ.21.6.2,Communication,INF001,FB_99,Negative,Information,,Both,Verify DELETE behavior for ServiceStatus,,Client sends DELETE request for ServiceStatus resource,"DELETE /ServiceStatus HTTP/1.1
Host: espi.datacustodian.com","401 - Unauthorized
403 - Forbidden
405 - Method Not Allowed
",,,,,,,,,,
ServiceStatus - GET,REQ.21.6.2,Communication,INF002,FB_99,Positive,Information,Test,Both,Verify GET behavior for ServiceStatus,,Client sends GET request for ServiceStatus resource,"GET /ServiceStatus HTTP/1.1
Host: espi.datacustodian.com","<?xml version=""1.0"" encoding=""UTF-8""?>
<ServiceStatus><currentStatus>1</currentStatus></ServiceStatus>",,,,,,,,,,
ServiceStatus - PUT,REQ.21.6.2,Communication,INF003,FB_99,Negative,Information,Test,Both,Verify PUT behavior for ServiceStatus,,Client sends PUT request for ServiceStatus resource,"PUT /ServiceStatus HTTP/1.1
Host: espi.datacustodian.com

<?xml version=""1.0"" encoding=""UTF-8""?>
<ServiceStatus><currentStatus>1</currentStatus></ServiceStatus>","401 - Unauthorized
403 - Forbidden
405 - Method Not Allowed
",,,,,,,,,,
ServiceStatus - POST,REQ.21.6.2,Communication,INF004,FB_99,Negative,Information,Test,Both,Verify POST behavior for ServiceStatus,,Client sends POST request for ServiceStatus resource,"POST /ServiceStatus HTTP/1.1
Host: espi.datacustodian.com

<?xml version=""1.0"" encoding=""UTF-8""?>
<ServiceStatus><currentStatus>1</currentStatus></ServiceStatus>","401 - Unauthorized
403 - Forbidden
405 - Method Not Allowed
",,,,,,,,,,
Authorization Endpoint Verification,,Authorization,OA001,FB_14,Positive,User Interface,Inspection,Server,Verify server provides an OAuth Authorization Endpoint,,"1. Verify Data Custodian implements an OAuth 2.0 Authorization Endpoint (i.e., /oauth/authorize) and its URI is provided to 
     Third Parties during registration process",,,,,,,,,,,X,
Token Endpoint Verification,,Authorization,OA002,FB_14,Positive,User Interface,Inspection,Server,Verify server provides an OAuth Token Endpoint,,"1. Verify Data Custodian implements an OAuth 2.0 Token Endpoint (i.e., /oauth/token) and its URI is provided to Third Parties
     during registration process",,,,,,,,,,,X,
Redirect Endpoint Verification,,Authorization,OA003,FB_14,Positive,User Interface,Inspection,Client,Verify client provides an OAuth Redirection Endpoint,,"1. Verify Third Party implements a Redirection Endpoint (i.e., /espi/1_1/OAuthCallBack) and its URI is provided to Data Custodian
     during registration process",,,,,,,,,,X,,
Third Party ID issued verification,,Authorization,OA004,FB_14,Positive,User Interface,Inspection,Server,Verify Data Custodian provides Third Party with an OAuth Client ID,,1. Verify Data Custodian provides Third Party with an OAuth client ID during registration process,,,,,,,,,,,X,
Third Party Secret issued verification,,Authorization,OA005,FB_14,Positive,User Interface,Inspection,Server,Verify Data Custodian provides Third Party with an OAuth Secret,Third Party has been authorized (registered) and configured,1. Verify Data Custodian provides client with a Third Party Secret during registration process,,,,,,,,,,,X,
Properly Formatted Authorization Code Request,,Authorization,OA006,FB_14,Positive,Format,Inspection,Client,Verify Third Party issues a validly formatted OAuth Authorization Code Request,Third Party has been authorized (registered) and configured,"1. Third Party issues an OAuth 2.0 Authorization Request
2. Verify Authorization Request is sent to the Data Custodian's Authorization Endpoint
3. Verify all mandatory authorization request fields appear in the query component of the authorization request using the
     application/x-www-form-urlencoded format
4. Verify the ""response_type"" element value is ""code""
5. Verify the ""client_id"" element contains the Client ID issued to the Third Party by the Data Custodian during the registration
     process
6. Verify the ""redirection_uri"" element is an absolute URI and DOES NOT include a fragment component
7. Verify the ""scope"" element is present and its values are semi-colon separated and meet the Scope Parameter Definitions
     defined by the Authorization document
8. Verify the ""state"" element is present in the authorization request",,,,,,,,,,X,,
"Malformed Authorization Code Request (No ""response_code"" element)",,Authorization,OA007,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Authorization Code Request with NO ""response_code"" parameter",Third Party has been authorized (registered) and configured,"1. Test Software issues an OAuth 2.0 Authorization Request without a ""response_code="" element to Data Custodian under test
2. Verify the Data Custodian issues an HTTP Status code 400 (Bad Request)
3. Verify the Data Custodian issues an Authorization Code Request Error Response with an ""error="" element of ""invalid_request""
4. Verify the error response contains a ""state"" element and the value in the error response matches the value sent in the 
     Authorization Code Request
5. Verify the Data Custodian does NOT redirect the Test Software to the Redirection Endpoint specified in the ""redirection_uri="" 
     element of the Authorization Code Request",,,,,,,,,,,X,
"Malformed Authorization Code Request (No ""client_id"" element)",,Authorization,OA008,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Authorization Code Request with NO ""client_id"" parameter",Third Party has been authorized (registered) and configured,"1. Test Software issues an OAuth 2.0 Authorization Request without a ""client_id="" element to Data Custodian under test
2. Verify the Data Custodian issues an HTTP Status code 400 (Bad Request)
3. Verify the Data Custodian issues an Authorization Code Request Error Response with an ""error="" element of ""invalid_request""
4. Verify the error response contains a ""state="" element and the value in the error response matches the value sent in the 
     Authorization Code Request
5. Verify the Data Custodian does NOT redirect the Test Software to the Redirection Endpoint specified in the ""redirection_uri=""
     element of the Authorization Code Request",,,,,,,,,,,X,
"Malformed Authorization Code Request (No ""redirect_uri"" element)",,Authorization,OA009,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Authorization Code Request with NO ""redirect_uri"" parameter",Third Party has been authorized (registered) and configured,"1. Test Software issues an OAuth 2.0 Authorization Request without a ""redirect_uri="" element to Data Custodian under test
2. Verify the Data Custodian issues an HTTP Status code 400 (Bad Request)
3. Verify the Data Custodian issues an Authorization Code Request Error Response with an ""error"" element of ""invalid_request""
4. Verify the error response contains a ""state="" element and the value in the error response matches the value sent in the 
     Authorization Code Request
 5. Verify the Data Custodian does NOT redirect the Test Software to the Redirection Endpoint specified in the ""redirection_uri=""
      element of the Authorization Code Request",,,,,,,,,,,,
"Malformed Authorization Code Request (No ""scope"" element)",,Authorization,OA010,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Authorization Code Request with NO ""scope"" parameter",Third Party has been authorized (registered) and configured,"1. Test Software issues an OAuth 2.0 Authorization Request with NO ""scope="" element to Data Custodian under test
2. Verify the Data Custodian issues an HTTP Status code 400 (Bad Request)
3. Verify the Data Custodian issues an Authorization Code Request Error Response with an ""error="" element of ""invalid_scope""
4. Verify the error response contains a ""state="" element and the value in the error response matches the value sent in the 
     Authorization Code Request
5. Verify the Data Custodian does NOT redirect the Test Software to the Redirection Endpoint specified in the ""redirection_uri="" 
     element of the Authorization Code Request",,,,,,,,,,,X,
"Malformed Authorization Code Request (No ""state"" element)",,Authorization,OA011,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Authorization Code Request with NO ""state"" parameter",Third Party has been authorized (registered) and configured,"1. Test Software issues an OAuth 2.0 Authorization Request with NO ""state="" element to Data Custodian under test
2. Verify the Data Custodian issues an HTTP Status code 400 (Bad Request)
3. Verify the Data Custodian issues an Authorization Code Request Error Response with an ""error="" element of ""invalid_request""
4. Verify the error response does NOT contain a ""state="" element
5. Verify the Data Custodian does NOT redirect the Test Software to the Redirection Endpoint specified in the ""redirection_uri="" 
     element of the Authorization Code Request",,,,,,,,,,,,
"Malformed Authorization Code Request (Multiple ""response_code"" elements)",,Authorization,OA012,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Authorization Code Request containing multiple ""response_type"" parameters",Third Party has been authorized (registered) and configured,"1. Test Software issues an OAuth 2.0 Authorization Request with multiple ""response_code="" parameters to Data Custodian under
     test
2. Verify the Data Custodian issues an HTTP Status code 400 (Bad Request)
3. Verify the Data Custodian issues an Authorization Code Request Error Response with an ""error="" element of ""invalid_request""
4. Verify the error response contains a ""state="" element and the value in the error response matches the value sent in the
     Authorization Code Request
5. Verify the Data Custodian does NOT redirect the Test Software to the Redirection Endpoint specified in the ""redirection_uri=""
     element of the Authorization Code Request",,,,,,,,,,,X,
"Malformed Authorization Code Request (Multiple ""client_id"" elements)",,Authorization,OA013,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Authorization Code Request containing multiple ""client_id"" parameters",Third Party has been authorized (registered) and configured,"1. Test Software issues an OAuth 2.0 Authorization Request with multiple ""client_id="" elements to Data Custodian under
     test
2. Verify the Data Custodian issues an HTTP Status code 400 (Bad Request)
3. Verify the Data Custodian issues an Authorization Code Request Error Response with an ""error="" element of ""invalid_request""
4. Verify the error response contains a ""state="" element and the value in the error response matches the value sent in the
     Authorization Code Request
5. Verify the Data Custodian does NOT redirect the Test Software to the Redirection Endpoint specified in the ""redirection_uri=""
     element of the Authorization Code Request",,,,,,,,,,,X,
"Malformed Authorization Code Request (Multiple ""scope"" elements)",,Authorization,OA014,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Authorization Code Request containing multiple ""scope"" parameters",Third Party has been authorized (registered) and configured,"1. Test Software issues an OAuth 2.0 Authorization Request with multiple ""scope="" elements to Data Custodian under test
2. Verify the Data Custodian issues an HTTP Status code 400 (Bad Request)
3. Verify the Data Custodian issues an Authorization Code Request Error Response with an ""error="" element of ""invalid_request""
4. Verify the error response contains a ""state="" element and the value in the error response matches the value sent in the 
     Authorization Code Request
5. Verify the Data Custodian does NOT redirect the Test Software to the Redirection Endpoint specified in the ""redirection_uri=""
     element of the Authorization Code Request",,,,,,,,,,,X,
"Malformed Authorization Code Request (Multiple ""redirect_uri"" elements)",,Authorization,OA015,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Authorization Code Request containing multiple ""redirect_uri"" parameters",Third Party has been authorized (registered) and configured,"1. Test Software issues an OAuth 2.0 Authorization Request with multiple ""redirection_uri="" elements to Data Custodian under
     test
2. Verify the Data Custodian issues an HTTP Status code 400 (Bad Request)
3. Verify the Data Custodian issues an Authorization Code Request Error Response with an ""error="" element of ""invalid_request""
4. Verify the error response contains a ""state="" element and the value in the error response matches the value sent in the 
     Authorization Code Request
5. Verify the Data Custodian does NOT redirect the Test Software to the Redirection Endpoint specified in the ""redirection_uri=""
     element of the Authorization Code Request",,,,,,,,,,,X,
"Malformed Authorization Code Request (Multiple ""state"" elements)",,Authorization,OA016,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Authorization Code Request containing multiple ""state"" parameters",Third Party has been authorized (registered) and configured,"1. Test Software issues an OAuth 2.0 Authorization Request with multiple ""state="" elements to Data Custodian under test
2. Verify the Data Custodian issues an HTTP Status code 400 (Bad Request)
3. Verify the Data Custodian issues an Authorization Code Request Error Response with an ""error="" element of ""invalid_request""
4. Verify the error response contains a ""state="" element and the value in the error response matches one of the state
     value sent in the Authorization Code Request
5. Verify the Data Custodian does NOT redirect the Test Software to the Redirection Endpoint specified in the ""redirection_uri=""
     element of the Authorization Code Request",,,,,,,,,,,X,
Malformed Authorization Code Request (Invalid element),,Authorization,OA017,FB_14,Negative,Protocol,Test,Server,Verify Data Custodian rejects an Authorization Code Request containing an INVALID parameter,Third Party has been authorized (registered) and configured,"1. Test Software issues an OAuth 2.0 Authorization Request with an ""espi_certification="" element to Data Custodian under
     test
2. Verify the Data Custodian issues an HTTP Status code 400 (Bad Request)
3. Verify the Data Custodian issues an Authorization Code Request Error Response with an ""error="" element of ""invalid_request""
4. Verify the error response contains a ""state="" element and the value in the error response matches the value sent in the 
     Authorization Code Request
5. Verify the Data Custodian does NOT redirect the Test Software to the Redirection Endpoint specified in the ""redirection_uri=""
     element of the Authorization Code Request",,,,,,,,,,,X,
"Malformed Authorization Code Request (Invalid ""response_code"" element)",,Authorization,OA018,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Authorization Code Request with an INVALID ""Response Code"" parameter",Third Party has been authorized (registered) and configured,"1. Test Software issues an OAuth 2.0 Authorization Request with a ""request_type="" element value of ""NAESB"" to Data Custodian
     under test
2. Verify the Data Custodian issues an HTTP Status code 400 (Bad Request)
3. Verify the Data Custodian issues an Authorization Code Request Error Response with an ""error="" element of ""invalid_request""
4. Verify the error response contains a ""state="" element and the value in the error response matches the value sent in the 
     Authorization Code Request
5. Verify the Data Custodian does NOT redirect the Test Software to the Redirection Endpoint specified in the ""redirection_uri=""
     element of the Authorization Code Request",,,,,,,,,,,X,
"Authorization Code Request (Invalid ""client_id"" element)",,Authorization,OA019,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Authorization Code Request with an INVALID ""client_id"" parameter",Third Party has been authorized (registered) and configured,"1. Test Software issues an OAuth 2.0 Authorization Request with a ""client_id="" element  value of ""ABCD"" to Data Custodian
     under test
2. Verify the Data Custodian issues an HTTP Status code 400 (Bad Request)
3. Verify the Data Custodian issues an Authorization Code Request Error Response with an ""error="" element of ""invalid_request""
     ******  Verify proper ""error"" element contents ******
4. Verify the error response contains a ""state="" element and the value in the error response matches the value sent in the
     Authorization Code Request
5. Verify the Data Custodian does NOT redirect the Test Software to the Redirection Endpoint specified in the ""redirection_uri=""
     element of the Authorization Code Request",,,,,,,,,,,X,
"Authorization Code Request (Invalid ""redirect_uri"" element)",,Authorization,OA020,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Authorization Code Request with an INVALID ""redirect_uri"" parameter",Third Party has been authorized (registered) and configured,"1. Test Software issues an OAuth 2.0 Authorization Request with a ""redirect_uri="" element value of ""InvalidRedirectURI"" to
     Data Custodian under test
2. Verify the Data Custodian issues an HTTP Status code 400 (Bad Request)
3. Verify the Data Custodian issues an Authorization Code Request Error Response with an ""error="" element of ""invalid_request""
4. Verify the error response contains a ""state="" element and the value in the error response matches the value sent in the
     Authorization Code Request
5. Verify the Data Custodian does NOT redirect the Test Software to the Redirection Endpoint specified in the ""redirection_uri=""
     element of the Authorization Code Request",,,,,,,,,,,X,
"Authorization Code Request (Invalid ""scope"" element)",,Authorization,OA021,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Authorization Code Request with an INVALID ""scope"" parameter",Third Party has been authorized (registered) and configured,"1. Test Software issues an OAuth 2.0 Authorization Request with a ""scope="" element value of ""InvalidScopeElement"" to
     Data Custodian under test
2. Verify the Data Custodian issues an HTTP Status code 400 (Bad Request)
3. Verify the Data Custodian issues an Authorization Code Request Error Response with an ""error="" element of ""invalid_request""
4. Verify the error response contains a ""state="" element and the value in the error response matches the value sent in the
     Authorization Code Request
5. Verify the Data Custodian does NOT redirect the Test Software to the Redirection Endpoint specified in the ""redirection_uri=""
      element of the Authorization Code Request",,,,,,,   <Note: May need various forms of Invalid SCOPE Parameter Values ????>,,,,X,
Authorization Code Request (Retail Customer FAILS authentication),,Authorization,OA022,FB_14,Negative,Protocol,Test,Server,Verify Data Custodian properly authenticates Retail Customer while processing a valid Authorization Code Request,Third Party has been authorized (registered) and configured,"1. Test Software allows Data Custodian under test to manually ensure Retail Customer is Signed Off
2. Test Software issues a validly formatted OAuth 2.0 Authorization Request to Data Custodian under test
3. Test Software allows Data Custodian under test to manually FAIL Retail Customer Authentication
4. Verify the Data Custodian issues an HTTP Status code 401 (Unauthorized)
5. Verify the Data Custodian issues an Authorization Code Request Error Response with an ""error="" element of ""access_denied""
6. Verify the error response contains a ""state="" element and the value in the error response matches the value sent in the
     Authorization Code Request
7. Verify the Data Custodian redirects the Test Software to the Redirection Endpoint specified in the ""redirection_uri""
     element of the Authorization Code Request",,,,,,,,,,,X,
Authorization Code Request (Retail Customer Passes Authentication and DENIES access),,Authorization,OA023,FB_14,Negative,Protocol,Test,Server,Verify Data Custodian properly handles a Retail Customer who fails to pass the authentication testing while processing a valid Authorization Code Request,Third Party has been authorized (registered) and configured,"1. Test Software allows Data Custodian under test to manually ensure Retail Customer is Signed Off
2. Test Software issues a validly formatted OAuth 2.0 Authorization Request to Data Custodian under test
3. Test Software allows Data Custodian under test to manually perform successful Retail Customer authentication
4. Test Software allows Data Custodian under test to manually deny the Third Party access to their data
5. Verify the Data Custodian issues an HTTP Status code 302 (Redirect)
6. Verify the Data Custodian issues an Authorization Code Request Error Response with an ""error="" element of ""access_denied""
7. Verify the error response contains a ""state="" element and the value in the error response matches the value received in the
     Authorization Code Request
8. Verify the Data Custodian REDIRECTS the Test Software to the Redirection Endpoint specified in the ""redirection_uri="" element
     of the Authorization Code Request                       ",,,,,,,,,,,X,
Authorization Code Request (Retail Customer Authenticates and APPROVES access),,Authorization,OA024,FB_14,Positive,Protocol,Test,Server,Verify Data Custodian properly obtains the Retail Customer's authorization for the Third Party to access their data while processing a valid Authorization Code Request,Third Party has been authorized (registered) and configured,"1. Test Software allows Data Custodian under test to manually ensure Retail Customer is Signed Off
2. Test Software issues a validly formatted OAuth 2.0 Authorization Request to Data Custodian under test
3. Test Software allows Data Custodian under test to manually perform successful Retail Customer authentication
4. Test Software allows Data Custodian under test to manually approve the Third Party access to data
5. Test Software issues a validly formatted OAuth 2.0 Authorization Code Grant Access Token Request to Data
     Custodian under test
5. Verify the Data Custodian issues an HTTP Status Code 200 (OK)
6. Verify the Data Custodian response is Content-Type = (application/json)
7. Verify the Data Custodian response JSON structure contains the following Member Keys and that all have data:
     ""access_token""
     ""token_type""
     ""refresh_token""
     ""expires_in""
     ""scope""
     ""resourceURI""
     ""authorizationURI""",,,,,,,,,,,X,
Authorization Code Request (Ignore invalid Authorization Code Response elements),,Authorization,OA025,FB_14,Positive,Protocol,Test,Client,Verify Third Party ignores any unrecognized response parameters in the Authorization Code Response,Third Party has been authorized (registered) and configured,"1. Third Party issues a validly formatted OAuth 2.0 Authorization Request to Test Software
2. Test Software issues a valid Authorization Code Request Response with a ""&gigo=GarbageInGarbageOut"" response parameter
3. Verify the Third Party ignores the ""&gigo=GarbageInGarbageOut"" parameter in the Authorization Code Response                       ",,,"10.0 Verify the Third Party ignores the ""&gigo=GarbageInGarbageOut"" parameter in the Authorization Code Response",,,,,,,X,,
Properly Formatted Access Token Request,,Authorization,OA026,FB_14,Positive,Protocol,Test,Client,Verify Third Party Issues a validly formatted OAuth Access Token Request (grant_type=authorization_code),Third Party has been authorized (registered) and configured,"1. Third Party issues an OAuth 2.0 Authorization Code Grant Access Token Request to Test Software
2. Verify Access Token Request is sent to the Test Software's Token Endpoint
3. Verify the access token request contains an HTTP BASIC Authentication Authorization header
4. Verify the access token request contains a  ""grant_type="" element value containing ""authorization_code""
5. Verify the access token request contains a ""code="" element
6. Verify the access token request contains a ""redirection_uri="" element 
7. Verify the access token request does NOT contain a ""client_id="" element
                                          ",,,,,,,,,,X,,
Access Token Request Authorization Header Acceptance,,Authorization,OA027,FB_14,Positive,Protocol,Test,Server,Verify Data Custodian properly authenticates and accepts an Access Token Request with a valid HTTP BASIC Authorization header,Third Party has been authorized (registered) and configured,"1. Test Software allows Data Custodian under test to manually ensure Retail Customer is Signed Off
2. Test Software issues a validly formatted OAuth 2.0 Authorization Request to Data Custodian under test
3. Test Software allows Data Custodian under test to manually perform successful Retail Customer authentication
4. Test Software allows Data Custodian under test to manually approve the Third Party access to data
5. Test Software issues a validly formatted OAuth 2.0 Authorization Code Grant Access Token Request 
     with ""grant_type=authorization_code"" with an Authorization header containing a valid HTTP BASIC 
     Authorization value
6.  Verify the Data Custodian issues an HTTP Status Code 200 (OK)",,,,,,,,,,,X,
Access Token Request Authorization Header Rejection,,Authorization,OA028,FB_14,Negative,Protocol,Test,Server,Verify Data Custodian rejects an Access Token Request with an INVALID HTTP BASIC Authorization header,Third Party has been authorized (registered) and configured,"1. Test Software allows Data Custodian under test to manually ensure Retail Customer is Signed Off
2. Test Software issues a validly formatted OAuth 2.0 Authorization Request to Data Custodian under test
3. Test Software allows Data Custodian under test to manually perform successful Retail Customer authentication
4. Test Software allows Data Custodian under test to manually approve the Third Party access to data
5. Test Software issues a validly formatted OAuth 2.0 Authorization Code Grant Access Token Request 
     with ""grant_type=authorization_code"" with an Authorization header containing an invalid HTTP 
     BASIC Authorization value
6. Verify the Data Custodian issues an HTTP Status code 401 (Unauthorized)
7. Verify the Data Custodian response contains a ""WWW-Authenticate"" response header
8. Verify the Data Custodian issues an Authorization Code Request Error Response with an ""error="" element of ""invalid_client""",,,,,,,,,,,X,
"Malformed Authorization Code Grant Access Token Request (No ""grant_type"" element)",,Authorization,OA029,FB_14,Positive,Protocol,Test,Server,"Verify Data Custodian accepts a validly formatted Access Token Request containing an authorization_code (""code="" parameter) issued to the ""client_id"" in the Access Token Request",Third Party has been authorized (registered) and configured,"1. Test Software allows Data Custodian under test to manually ensure Retail Customer is Signed Off
2. Test Software issues a validly formatted OAuth 2.0 Authorization Request to Data Custodian under test
3. Test Software allows Data Custodian under test to manually perform successful Retail Customer authentication
4. Test Software allows Data Custodian under test to manually approve the Third Party access to data
5. Test software issues an OAuth 2.0 Authorization Code Grant Access Token Request without a ""grant_type"" element to the 
     Data Custodian under test
6. Verify the Data Custodian issues an HTTP Status Code 400 (Bad Request)
7. Verify the Data Custodian response is Content-Type = (application/json)
8. Verify the Data Custodian response JSON structure contains the following Member Key:
     ""error""
9. Verify the Data Custodian response JSON structure ""error"" key contains ""invalid_request""",,,,,,,,,,,X,
"Malformed Authorization Code Grant Access Token Request (No ""code"" element)",,Authorization,OA030,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian accepts an Access Token Request containing an authorization_code (""code="" parameter) issued to the ""client_id"" in the Access Token Request",Third Party has been authorized (registered) and configured,"1. Test Software allows Data Custodian under test to manually ensure Retail Customer is Signed Off
2. Test Software issues a validly formatted OAuth 2.0 Authorization Request to Data Custodian under test
3. Test Software allows Data Custodian under test to manually perform successful Retail Customer authentication
4. Test Software allows Data Custodian under test to manually approve the Third Party access to data
5. Test software issues an OAuth 2.0 Authorization Code Grant Access Token Request without a ""code"" element to the 
     Data Custodian under test
6. Verify the Data Custodian issues an HTTP Status Code 400 (Bad Request)
7. Verify the Data Custodian response is Content-Type = (application/json)
8. Verify the Data Custodian response JSON structure contains the following Member Key:
     ""error""
9. Verify the Data Custodian response JSON structure ""error"" key contains ""invalid_request""",,,,,,,,,,,X,
"Malformed Authorization Code Grant Access Token Request (No ""redirect_uri"" element)",,Authorization,OA031,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Access Token Request with NO ""grant_type"" parameter",Third Party has been authorized (registered) and configured,"1. Test Software allows Data Custodian under test to manually ensure Retail Customer is Signed Off
2. Test Software issues a validly formatted OAuth 2.0 Authorization Request to Data Custodian under test
3. Test Software allows Data Custodian under test to manually perform successful Retail Customer authentication
4. Test Software allows Data Custodian under test to manually approve the Third Party access to data
5. Test software issues an OAuth 2.0 Authorization Code Grant Access Token Request without a ""redirect_uri"" element to the 
     Data Custodian under test
6. Verify the Data Custodian issues an HTTP Status Code 400 (Bad Request)
3. Verify the Data Custodian response is Content-Type = (application/json)
7. Verify the Data Custodian response JSON structure contains the following Member Key:
     ""error""
8. Verify the Data Custodian response JSON structure ""error"" key contains ""invalid_request""",,,,,,,,,,,X,
"Malformed Authorization Code Grant Access Token Request (Multiple ""grant_type"" elements",,Authorization,OA032,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Access Token Request with NO ""code"" parameter",Third Party has been authorized (registered) and configured,"1. Test Software allows Data Custodian under test to manually ensure Retail Customer is Signed Off
2. Test Software issues a validly formatted OAuth 2.0 Authorization Request to Data Custodian under test
3. Test Software allows Data Custodian under test to manually perform successful Retail Customer authentication
4. Test Software allows Data Custodian under test to manually approve the Third Party access to data
5. Test software issues an OAuth 2.0 Authorization Code Grant Access Token Request with multiple ""grant_type"" elements to the 
     Data Custodian under test
6. Verify the Data Custodian issues an HTTP Status Code 400 (Bad Request)
7. Verify the Data Custodian response is Content-Type = (application/json)
8. Verify the Data Custodian response JSON structure contains the following Member Key:
     ""error""
9. Verify the Data Custodian response JSON structure ""error"" key contains ""invalid_request""",,,,,,,,,,,X,
"Malformed Authorization Code Grant Access Token Request (Multiple ""code"" elements)",,Authorization,OA033,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Access Token Request with NO ""redirect_uri"" parameter",Third Party has been authorized (registered) and configured,"1. Test Software allows Data Custodian under test to manually ensure Retail Customer is Signed Off
2. Test Software issues a validly formatted OAuth 2.0 Authorization Request to Data Custodian under test
3. Test Software allows Data Custodian under test to manually perform successful Retail Customer authentication
4. Test Software allows Data Custodian under test to manually approve the Third Party access to data
5. Test software issues an OAuth 2.0 Authorization Code Grant Access Token Request with multiple ""code"" elements to the 
     Data Custodian under test
6. Verify the Data Custodian issues an HTTP Status Code 400 (Bad Request)
7. Verify the Data Custodian response is Content-Type = (application/json)
8. Verify the Data Custodian response JSON structure contains the following Member Key:
     ""error""
9. Verify the Data Custodian response JSON structure ""error"" key contains ""invalid_request""",,,,,,,,,,,X,
"Malformed Authorization Code Grant Access Token Request (Multiple ""redirect_uri"" elements)",,Authorization,OA034,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Access Token Request with NO ""client_id"" parameter",Third Party has been authorized (registered) and configured,"1. Test Software allows Data Custodian under test to manually ensure Retail Customer is Signed Off
2. Test Software issues a validly formatted OAuth 2.0 Authorization Request to Data Custodian under test
3. Test Software allows Data Custodian under test to manually perform successful Retail Customer authentication
4. Test Software allows Data Custodian under test to manually approve the Third Party access to data
5. Test software issues an OAuth 2.0 Authorization Code Grant Access Token Request with multiple ""redirect_uri"" elements to the 
     Data Custodian under test
6. Verify the Data Custodian issues an HTTP Status Code 400 (Bad Request)
7. Verify the Data Custodian response is Content-Type = (application/json)
8. Verify the Data Custodian response JSON structure contains the following Member Key:
     ""error""
9. Verify the Data Custodian response JSON structure ""error"" key contains ""invalid_request""",,,,,,,,,,,X,
"Malformed Authorization Code Grant Access Token Request (Contains ""client_id"" element)",,Authorization,OA035,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Access Token Request with multiple ""grant_type"" parameters",Third Party has been authorized (registered) and configured,"1. Test Software allows Data Custodian under test to manually ensure Retail Customer is Signed Off
2. Test Software issues a validly formatted OAuth 2.0 Authorization Request to Data Custodian under test
3. Test Software allows Data Custodian under test to manually perform successful Retail Customer authentication
4. Test Software allows Data Custodian under test to manually approve the Third Party access to data
5. Test Software issues an OAuth 2.0 Authorization Code Grant Access Token request with a ""client_id"" element to the 
     Data Custodian under test
6. Verify the Data Custodian issues an HTTP Status Code 400 (Bad Request)
7. Verify the Data Custodian response is Content-Type = (application/json)
8. Verify the Data Custodian response JSON structure contains the following Member Key:
     ""error""
9. Verify the Data Custodian response JSON structure ""error"" key contains ""invalid_request""",,,,,,,,,,,X,
